"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
phq8_1,phq8,"Inden for de seneste 2 uger, hvor ofte har du været generet af følgende problemer?",radio,"1. Lille interesse i eller glæde ved at gøre ting?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_2,phq8,,radio,"2. Følt dig nedtrykt, håbløs eller været deprimeret?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_3,phq8,,radio,"3. Problemer med at falde i søvn eller sove, eller med at sove for meget?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_4,phq8,,radio,"4. Følt dig træt eller har kun haft lidt energi?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_5,phq8,,radio,"5. Ringe appetit eller spist for meget","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_6,phq8,,radio,"6. Haft det dårligt med dig selv - eller følt, at du er en fiasko eller har skuffet dig selv eller din familie?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_7,phq8,,radio,"7. Problemer med at koncentrere dig om ting, såsom at læse avisen eller se TV?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
phq8_8,phq8,,radio,"8. Har bevæget dig eller talt så langsomt, at andre kunne have bemærket det? Eller det modsatte - været så rastløs eller hvileløs, at du har bevæget dig mere omkring end sædvanligt?","0, Slet ikke | 1, Flere dage | 2, Mere end halvdelen af dagene | 3, Næsten hver dag",,,,,,,,,,phq8,,
rses_1,rses,,radio,"1. Jeg er stort set tilfreds med mig selv","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_2,rses,,radio,"2. Nogen gange synes jeg at jeg ikke er god til noget","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_3,rses,,radio,"3. Jeg synes at jeg har flere gode kvaliteter","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_4,rses,,radio,"4.  Jeg er i stand til at gøre ting lige så godt som de fleste folk","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_5,rses,,radio,"5. Jeg føler at jeg ikke har meget at være stolt af","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_6,rses,,radio,"6. Til tider føler jeg mig ubrugelig","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_7,rses,,radio,"7. Jeg føler at jeg er en værdiful person, i det mindste på samme niveau som andre.","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_8,rses,,radio,"8. Jeg ville ønske at jeg havde mere respekt for mig selv","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_9,rses,,radio,"9. Alt i alt er jeg tilbøjelig til at føle mig mislykket","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
rses_10,rses,,radio,"10. Jeg har en positiv indstilling til mig selv.","0, Meget uenig | 1, Uenig | 2, Enig | 3, Meget enig",,,,,,,,,,rses,,
pdss,patient_determined_disease_step,,radio,"Hvilken kategori beskriver din gang-situation bedst?","0,<B>Normal:</B> Jeg kan have nogle milde symptomer, primært følelsesforstyrrelser, på grund af MS, men de begrænser ikke min aktivitet. Hvis jeg har et attack bliver min gangfunktion normal igen bagefter.|1,<B>Mildt handicap:</B> Jeg bemærker nogle symptomer fra min MS, men de er små og har kun ringe effekt på min livsstil|2,<B>Moderat handicap:</B> Jeg har ikke nogen begrænsninger i min gangfunktion. Jeg har dog signifikante problemer grundet MS, som begrænser daglige aktiviteter på andre måder. I3,<B>Nedsat gangfunktion:</B> MS begrænser mine aktiviteter, særligt min gang. Jeg kan arbejde fuld tid, men atletiske eller fysisk krævende aktiviteter er sværere end de plejede at være. Jeg har normalt ikke brug for en stok eller anden assistance for at gå, men jeg kan have brug for noget assistanse hvis jeg har et attack.|4,<B>Ensidig lejlighedsvis støtte:</B>Jeg bruger en stok eller en enkelt krykke, eller anden form for støtte(såsom at røre væggen eller støtte mig til nogens arm) for at gå hele tiden eller en del af tiden, specielt når jeg bevæger mig udenfor. Jeg tror at jeg kan gå 7.5 meter på 20 sekunder uden en stok eller krykke. Jeg har altid brug for assistance(stok eller krykke) hvis jeg skal gå mindst 100m.|5,<B>Ensidig konstant støtte:</B> For at kunne gå 7.5 meter må jeg have en stok, en krykke eller en person at støtte mig til. Jeg kan komme rundt i huset eller andre bygninger ved at holde fast på møbler eller røre vægge for støtte. Jeg kan bruge en scooter eller kørestol hvis jeg skal rejse længere afstande.|6,<B>Bilateral støtte:</B> For at kunne gå 7.5 meter skal jeg bruge 2 stokke eller krykker eller en rollator. Jeg kan bruge en scooter eller kørestol for længere afstande.|7,<B>Kørestol/ Scooter:</B> Min primære form for forflytning er en kørestol. Jeg kan stå og/eller tage et eller to skridt, men jeg kan ikke gå 7.5 meter, heller ikke hvis jeg bruger stok eller krykker.|8,<B>Sengebunden:</B> Jeg kan ikke sidde i en kørestol i mere end en time.",,,,,,,,,,,,"Instruktioner: Læs venligst de opstillede valgmuligheder for neden og vælg den som bedst beskriver din egen situation. Denne skala fokuserer primært på din gangfunktion. Du finder mulighvis ikke en beskrivelse som beskriver din situation præcist, men marker venligst den valgmulighed som beskriver din situation bedst."
