"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
esm_physical_well,esm,,radio,"Non mi sento bene fisicamente","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,,,,,esm3,,range-type
esm_location,esm,,radio,"Dove sono?","0, A casa | 1, A casa di famigliari o amici | 2, Al lavoro o a scuola | 3, Su un mezzo di trasporto | 4, Dal medico/Struttura sanitaria | 5, Altro, al chiuso | 6, Altro, all'aperto;",,,,,,,,,,,,
esm_social_interact,esm,,checkbox,"Con chi mi trovo?","0, Da solo | 1, Con il compagno/a | 2, Degenti | 3, Famigliari, non degenti |4, Coinquilini | 5, Amici | 6, Compagni di classe/Colleghi | 7,  Badante/Accompagnatore | 8, Sconosciuti/Altri",,,,,,,,,,,,
esm_social_people,esm,,radio,"Con quante persone mi trovo?","1,1 |2, 2| 3, 3-10 | 4, più di 10",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,,,
esm_social_doing,esm,,radio,"Stiamo facendo qualcosa assieme","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_pleasant,esm,,radio,"Penso che le persone con cui mi trovo siano piacevoli","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_alone,esm,,radio,"Preferirei essere solo","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_connected,esm,,radio,"Mi sento connesso con le persone con cui mi trovo","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_ok_alone,esm,,radio,"Sto bene da solo","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_others,esm,,radio,"Preferirei essere con altre persone","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_choice,esm,,radio,"Essere da solo in questo momento è una mia scelta","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_left_out,esm,,radio,"Mi sento tagliato fuori","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_virt_interact,esm,,radio,"Sto interagendo in maniera virtuale","0, No | 1, Si",,,,,,,,,,,,
esm_social_virt_pleasant,esm,,radio,"Penso che questa interazione virtuale sia piacevole","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,"[esm_social_virt_interact]=""1""",,,,,,range-type
esm_stress_situation,esm,,radio,"La maggior parte delle persone considererebbe stressante la mia situazione attuale","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,,,,,,,range-type
esm_stress,esm,,radio,"Pensa all'evento più importante che ti è successo dall'ultimo bip. Questo evento è stato:","-3,-3 Molto spiacevole |-2,-2|-1,-1|0,0|1,1|2,2|3,3 Molto piacevole",,,,,,,,,,,,
esm_event,esm,,radio,"Questo evento è stato:","-3,-3 Irrilevante |-2,-2|-1,-1|0,0|1,1|2,2|3,3 Importante",,,,,,,,,,,,
esm_medication,esm,,checkbox,"Dall'ultimo bip ho assunto/mangiato/bevuto","0, Cibo | 1, Caffeina | 2, Nicotina | 3, Alcohol | 4, Farmaci | 5, Sostanze | 6, Nulla",,,,,,,,,,,,
esm_beep,esm,,radio,"Questo bip mi ha disturbato","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,,,,,esm6,,range-type
esm_questionnaire,esm,,radio,"Compilare il questionario ha influenzato il mio umore oggi","1, 1 Per nulla | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Moltissimo",,,,,,,,,,esm6,,range-type
pdq_1,perceived_deficits_questionnaire,"Negli ultimi 7 giorni, quanto spesso hai:",radio,"Ha problemi ad organizzare le cose?","0, Mai negli ultimi 7 giorni | 1, Raramente (una o due volte) | 2, A volte (3-5) | 3, Spesso (circa una volta al giorno | 4, Molto spesso (più di una volta al giorno)",,,,,,,,,,pdq,,
pdq_2,perceived_deficits_questionnaire,,radio,"Ha problemi nel concentrarsi nella lettura?","0, Mai negli ultimi 7 giorni | 1, Raramente (una o due volte) | 2, A volte (3-5) | 3, Spesso (circa una volta al giorno | 4, Molto spesso (più di una volta al giorno)",,,,,,,,,,pdq,,
pdq_3,perceived_deficits_questionnaire,,radio,"Dimentica la data a meno che non la abbia guardata?","0, Mai negli ultimi 7 giorni | 1, Raramente (una o due volte) | 2, A volte (3-5) | 3, Spesso (circa una volta al giorno | 4, Molto spesso (più di una volta al giorno)",,,,,,,,,,pdq,,
pdq_4,perceived_deficits_questionnaire,,radio,"Dimentica quello di cui ha parlato dopo una conversazione telefonica?","0, Mai negli ultimi 7 giorni | 1, Raramente (una o due volte) | 2, A volte (3-5) | 3, Spesso (circa una volta al giorno | 4, Molto spesso (più di una volta al giorno)",,,,,,,,,,pdq,,
pdq_5,perceived_deficits_questionnaire,,radio,"Si sente come se la Sua mente fosse completamente vuota?","0, Mai negli ultimi 7 giorni | 1, Raramente (una o due volte) | 2, A volte (3-5) | 3, Spesso (circa una volta al giorno | 4, Molto spesso (più di una volta al giorno)",,,,,,,,,,pdq,,
phq8_1,phq8,"Nelle ultime due settimane, quanto spesso sei stato disturbato da uno dei seguenti problemi",radio,"1. Scarso interesse o piacere nel fare le cose.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_2,phq8,,radio,"2. Sentirsi giù, triste o disperato/a.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_3,phq8,,radio,"3. Problemi ad addormentarsi o a dormire tutta la notte senza svegliarsi, o a dormire troppo.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_4,phq8,,radio,"4. Sentirsi stanco/a o avere poca energia. ","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_5,phq8,,radio,"5. Scarso appetito o mangiare troppo.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_6,phq8,,radio,"6. Avere una scarsa opinione di sé, o sentirsi un/una fallito/a o aver deluso se stesso/a o i propri familiari.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_7,phq8,,radio,"7. Difficoltà a concentrarsi su qualcosa, per esempio leggere il giornale o guardare la televisione.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
phq8_8,phq8,,radio,"8. Muoversi o parlare così lentamente da poter essere notato/a da altre persone. O, al contrario, essere così irrequieto/a da muoversi molto più del solito.","0, Mai | 1, Alcuni giorni | 2, Per più della metà dei giorni | 3, Quasi tutti i giorni",,,,,,,,,,phq8,,
pdss,patient_determined_disease_step,"Leggendo le seguenti descrizioni, scelga quella che descrive meglio la sua condizione.
Con questa scala vogliamo capire la sua capacità di camminare
Potrebbe, quindi, non trovare una descrizione che rifletta esattamente la sua condizione; in questo caso scelga la categoria che più si avvicina alla sua situazione.",radio,"Quale cateogoria descrive meglio La sua situazione?","0, <B> Nessuna disabilità: </B>A volte mi capita di avere qualche sintomo legato alla Sclerosi Multipla, per lo più riguardante la sensibilità, ma questo non limita le mie normali attività. Se ho una ricaduta, tutto ritorna alla normalità quando il sintomo sparisce. 1, <B>Disabilità lieve: </B> Ho qualche sintomo evidente della Sclerosi Multipla che, però, interferisce poco con il mio stile di vita. | 2, <B> Disabilità moderata: </B> Non ho nessuna limitazione nel camminare; tuttavia, ho dei problemi dipendenti dalla Sclerosi Multipla che limitano la mia vita quotidiana ma non sono legati alla deambulazione. | 3, <B> Disabilità nel cammianre: </B> La Sclerosi Multipla limita la mia vita quotidiana, specialmente la mia capacità di camminare. Riesco a lavorare ma se devo impegnarmi in attività fisiche o sportive ho molte difficoltà rispetto ad una volta. Cammino senza appoggio ma durante le ricadute della malattia ho bisogno di assistenza. | 4, <B> Singolo appoggio in fase iniziale: </B>Uso un bastone o una sola stampella o altre forme di appoggio (ad esempio mi appoggio al muro o al braccio di qualcuno) per camminare tutto il tempo o la maggior parte del tempo, specialmente negli spazi esterni. Credo di riuscire a camminare per 7.5mt in 20 secondi senza il bastone o la stampella. Ho sempre bisogno di supporto (bastone o stampella) se voglio camminare per 3 isolati (circa 100 mt). | 5, <B> Singolo appoggio in fase avanzata: </B> Per camminare 7.5 metri devo avere o un bastone, o una stampella o qualcuno a cui appoggiarmi. Posso girare per casa o in altri ambienti appoggiandomi ai mobili o alle pareti. Se voglio fare percorsi più lunghi utilizzo la sedia a rotelle o la sedia a rotelle motorizzata. | 6, <B> Doppio appoggio: </B> Per camminare 7.5 metri devo avere o due bastoni, o due stampelle o un deambulatore. Utilizzo la sedia a rotelle o la sedia a rotelle motorizzata per distanze più lunghe. | 7, <B> Sedia a rotelle/sedia a rotelle motorizzata: </B> La mia principale modalità di spostamento è la sedia a rotelle. Sono capace di alzarmi e fare uno o due passi ma non posso camminare per 7.5 metri anche con le stampelle o il deambulatore. | 8, <B> Costretto a letto: </B> Incapace di stare sulla sedia a rotelle per più di un'ora.",,,,,,,,,,,,"Istruzioni: Per favore, Legga le scelte indicate di seguito e scelga quella che meglio descrive la Sua situazione. Questa scala si concentra su come Lei cammina. Lei potrebbe non trovare una descrizione che rifletta esattamente la sua condizione, per cui per favore segni la categoria che descrive la Sua situazione il meglio possibile"
